location,month,pLocalTransmissionAve,pLocalTransmissionMin,pLocalTransmissionMax,localcases
Barbados,06/01/2014 12:00:00 AM,0.99,0.5,1,0
Monastir,07/01/2014 12:00:00 AM,0.33,0.05,0.63,0
Paris,06/01/2014 12:00:00 AM,0.59,0,1,0
Nantes,10/01/2014 12:00:00 AM,0.03,0,0.31,0
Belem,05/01/2015 12:00:00 AM,0.3,0.02,0.65,0
Perpignan,05/01/2015 12:00:00 AM,0,0,0,0
Dubai,01/01/2014 12:00:00 AM,0,0,0.02,0
Perpignan,04/01/2014 12:00:00 AM,0,0,0.03,0
Milan,05/01/2015 12:00:00 AM,0.01,0,0.09,0
Zakinthos,02/01/2015 12:00:00 AM,0,0,0,0
Biarritz,06/01/2014 12:00:00 AM,0.16,0,0.9,0
Mikonos,11/01/2014 12:00:00 AM,0,0,0,0
Sharm el-Sheikh,03/01/2014 12:00:00 AM,0,0,0,0
San Francisco,02/01/2015 12:00:00 AM,0.01,0,0.11,0
Barcelona,10/01/2014 12:00:00 AM,0.01,0,0.18,0
Nice,01/01/2015 12:00:00 AM,0,0,0.01,0
Sao Paulo,03/01/2015 12:00:00 AM,0.8,0,1,0
Brest,02/01/2014 12:00:00 AM,0.01,0,0.04,0
Bejaia,12/01/2014 12:00:00 AM,0,0,0.01,0
Frankfurt,02/01/2015 12:00:00 AM,0,0,0,0
Calvi,12/01/2014 12:00:00 AM,0,0,0.01,0
Lyon,01/01/2015 12:00:00 AM,0,0,0,0
Brussels,04/01/2015 12:00:00 AM,0,0,0.03,0
Anapa,08/01/2014 12:00:00 AM,0.12,0.01,0.29,0
Dubai,05/01/2014 12:00:00 AM,0.01,0,0.02,0
Oran,01/01/2015 12:00:00 AM,0,0,0,0
Heraklion,11/01/2014 12:00:00 AM,0,0,0,0
Porto Alegre,03/01/2015 12:00:00 AM,0.07,0,0.29,0
Oklahoma City,06/01/2014 12:00:00 AM,0.27,0.03,0.56,0
Valencia,09/01/2014 12:00:00 AM,0.02,0,0.18,0
Pau,05/01/2014 12:00:00 AM,0.04,0,0.52,0
Dusseldorf,04/01/2014 12:00:00 AM,0,0,0.03,0
Dusseldorf,10/01/2014 12:00:00 AM,0,0,0.01,0
Santorini,10/01/2014 12:00:00 AM,0,0,0,0
Toulouse,01/01/2014 12:00:00 AM,0,0,0,0
Bejaia,10/01/2014 12:00:00 AM,0,0,0.02,0
Heraklion,12/01/2013 12:00:00 AM,0,0,0,0
St. Lucia,04/01/2014 12:00:00 AM,0.97,0.32,1,0
Boston,09/01/2014 12:00:00 AM,0.33,0,1,0
Austin,04/01/2014 12:00:00 AM,0.02,0,0.09,0
Istanbul,02/01/2014 12:00:00 AM,0,0,0,0
Madrid,01/01/2014 12:00:00 AM,0,0,0,0
Curacao,01/01/2014 12:00:00 AM,0.72,0.1,0.99,0
Louisville,04/01/2015 12:00:00 AM,0,0,0.02,0
Paphos,08/01/2014 12:00:00 AM,0.1,0.01,0.23,0
Rio de Janeiro,10/01/2014 12:00:00 AM,0.11,0,0.45,0
Paphos,01/01/2014 12:00:00 AM,0,0,0,0
Chania,01/01/2015 12:00:00 AM,0,0,0,0
Venice,02/01/2014 12:00:00 AM,0,0,0,0
Figari,01/01/2015 12:00:00 AM,0,0,0.01,0
Norfolk,07/01/2014 12:00:00 AM,0.39,0.01,0.8,0
San Francisco,01/01/2014 12:00:00 AM,0,0,0.03,0
Chania,11/01/2014 12:00:00 AM,0,0,0,0
Setif,11/01/2014 12:00:00 AM,0,0,0.03,0
Fortaleza,05/01/2015 12:00:00 AM,0.05,0.01,0.12,0
Des Moines,07/01/2014 12:00:00 AM,0.19,0,0.52,0
Barbados,05/01/2014 12:00:00 AM,0.95,0.34,1,0
Lisbon,07/01/2014 12:00:00 AM,0.15,0,0.59,0
Pensacola,06/01/2014 12:00:00 AM,0.2,0.02,0.43,0
Lourdes,01/01/2014 12:00:00 AM,0,0,0,0
Amsterdam,05/01/2015 12:00:00 AM,0,0,0.05,0
"Greenville, SC, US",05/01/2015 12:00:00 AM,0,0,0.02,0
Dzaoudzi,09/01/2014 12:00:00 AM,0,0,0,0
Moscow,06/01/2014 12:00:00 AM,0.24,0,1,0
Heraklion,07/01/2014 12:00:00 AM,0.53,0.05,0.89,0
Biskra,05/01/2015 12:00:00 AM,0,0,0,0
Bonaire,05/01/2015 12:00:00 AM,0.09,0.01,0.21,0
Figari,10/01/2014 12:00:00 AM,0.01,0,0.07,0
Tunis,03/01/2015 12:00:00 AM,0,0,0.01,0
Dallas,12/01/2014 12:00:00 AM,0.02,0,0.02,0
Richmond,05/01/2015 12:00:00 AM,0,0,0.05,0
Mikonos,06/01/2014 12:00:00 AM,0.02,0,0.06,0
Krasnodar,02/01/2014 12:00:00 AM,0,0,0,0
Lisbon,06/01/2014 12:00:00 AM,0.03,0,0.17,0
Kos,03/01/2014 12:00:00 AM,0,0,0,0
Ibiza,01/01/2015 12:00:00 AM,0,0,0,0
Santorini,06/01/2014 12:00:00 AM,0.02,0,0.05,0
Dayton,10/01/2014 12:00:00 AM,0,0,0.04,0
Manila,12/01/2014 12:00:00 AM,0.12,0.01,0.27,0
Palermo,04/01/2014 12:00:00 AM,0.01,0,0.09,0
New York,04/01/2015 12:00:00 AM,0.09,0,0.87,0
Guatemala,05/01/2015 12:00:00 AM,1,1,1,1
Dusseldorf,05/01/2015 12:00:00 AM,0,0,0.03,0
Los Angeles,11/01/2014 12:00:00 AM,0.28,0,1,0
Biskra,01/01/2015 12:00:00 AM,0,0,0,0
Venice,05/01/2014 12:00:00 AM,0.01,0,0.16,0
Hamburg,04/01/2014 12:00:00 AM,0,0,0.01,0
Lyon,05/01/2015 12:00:00 AM,0,0,0.06,0
USVI,05/01/2015 12:00:00 AM,1,1,1,1
Washington DC,09/01/2014 12:00:00 AM,0.63,0,1,0
Amsterdam,03/01/2014 12:00:00 AM,0.01,0,0,0
Marseille,12/01/2014 12:00:00 AM,0.01,0,0.09,0
Brest,03/01/2014 12:00:00 AM,0.01,0,0.05,0
Sharm el-Sheikh,09/01/2014 12:00:00 AM,0,0,0,0
Biskra,12/01/2013 12:00:00 AM,0,0,0,0
Montreal,07/01/2014 12:00:00 AM,0.59,0,1,0
Milan,12/01/2013 12:00:00 AM,0,0,0,0
Indianapolis,04/01/2014 12:00:00 AM,0,0,0.02,0
Montpellier,07/01/2014 12:00:00 AM,0.78,0,1,0
Dzaoudzi,04/01/2015 12:00:00 AM,0,0,0,0
London,02/01/2014 12:00:00 AM,0,0,0,0
Venice,02/01/2015 12:00:00 AM,0,0,0,0
USVI,04/01/2014 12:00:00 AM,0.92,0.25,1,0
Milan,02/01/2015 12:00:00 AM,0,0,0,0
Manila,05/01/2015 12:00:00 AM,0.01,0,0.02,0
Kiev,03/01/2014 12:00:00 AM,0,0,0,0
Villahermosa,05/01/2015 12:00:00 AM,0.08,0.01,0.19,0
Dubai,01/01/2015 12:00:00 AM,0.05,0,0.26,0
Dubai,12/01/2014 12:00:00 AM,0.06,0,0.24,0
Milwaukee,09/01/2014 12:00:00 AM,0.05,0,0.39,0
Cayenne,01/01/2014 12:00:00 AM,0.56,0.05,0.93,0
Zakinthos,05/01/2015 12:00:00 AM,0,0,0,0
Bejaia,11/01/2014 12:00:00 AM,0,0,0.02,0
Austin,03/01/2015 12:00:00 AM,0.04,0,0.34,0
Santorini,09/01/2014 12:00:00 AM,0.02,0,0.06,0
Bangkok,02/01/2015 12:00:00 AM,0.02,0,0.04,0
Frankfurt,06/01/2014 12:00:00 AM,0.15,0,0.99,0
Santorini,02/01/2014 12:00:00 AM,0,0,0,0
Bari,06/01/2014 12:00:00 AM,0.03,0,0.12,0
Myrtle Beach,06/01/2014 12:00:00 AM,0.2,0.01,0.45,0
Dzaoudzi,04/01/2014 12:00:00 AM,0,0,0,0
Bogota,08/01/2014 12:00:00 AM,0.22,0,0.99,0
Beirut,12/01/2014 12:00:00 AM,0,0,0.04,0
Greensboro,11/01/2014 12:00:00 AM,0.01,0,0.05,0
Heraklion,05/01/2015 12:00:00 AM,0,0,0,0
Strasbourg,02/01/2015 12:00:00 AM,0,0,0,0
Venice,11/01/2014 12:00:00 AM,0,0,0,0
Tel Aviv,01/01/2015 12:00:00 AM,0.01,0,0.08,0
Lamezia Terme,06/01/2014 12:00:00 AM,0.02,0,0.06,0
Porto Alegre,05/01/2015 12:00:00 AM,0.01,0,0.06,0
Mumbai,12/01/2014 12:00:00 AM,0.1,0,0.25,0
Clermont-Ferrand,12/01/2013 12:00:00 AM,0,0,0,0
Indianapolis,10/01/2014 12:00:00 AM,0.01,0,0.13,0
Springdale,05/01/2015 12:00:00 AM,0,0,0.01,0
Jamaica,12/01/2013 12:00:00 AM,0.14,0.01,0.32,0
Cuba,12/01/2014 12:00:00 AM,0.98,0.07,1,0
Sharm el-Sheikh,02/01/2015 12:00:00 AM,0,0,0,0
Kos,12/01/2013 12:00:00 AM,0,0,0,0
Paphos,04/01/2014 12:00:00 AM,0,0,0,0
Istanbul,03/01/2014 12:00:00 AM,0,0,0,0
Dallas,11/01/2014 12:00:00 AM,0.14,0,0.98,0
Djerba,08/01/2014 12:00:00 AM,0.29,0.05,0.55,0
Barcelona,08/01/2014 12:00:00 AM,0.54,0,0.99,0
Paris,03/01/2015 12:00:00 AM,0.03,0,0.06,0
Bastia,07/01/2014 12:00:00 AM,0.9,0.02,1,0
Brussels,04/01/2014 12:00:00 AM,0,0,0.02,0
Dusseldorf,01/01/2015 12:00:00 AM,0,0,0,0
Heraklion,04/01/2015 12:00:00 AM,0,0,0,0
Dzaoudzi,05/01/2015 12:00:00 AM,0,0,0,0
Paris,10/01/2014 12:00:00 AM,0.25,0,1,0
Des Moines,09/01/2014 12:00:00 AM,0.02,0,0.19,0
Lamezia Terme,04/01/2014 12:00:00 AM,0,0,0,0
New York,10/01/2014 12:00:00 AM,0.42,0,1,0
Paris,08/01/2014 12:00:00 AM,0.88,0,1,0
Djerba,10/01/2014 12:00:00 AM,0.05,0,0.18,0
Richmond,05/01/2014 12:00:00 AM,0.03,0,0.23,0
Providence,06/01/2014 12:00:00 AM,0.02,0,0.17,0
Saba,12/01/2014 12:00:00 AM,0.79,0.14,1,0
Basel,12/01/2013 12:00:00 AM,0,0,0,0
Naples,03/01/2015 12:00:00 AM,0,0,0,0
Anapa,11/01/2014 12:00:00 AM,0,0,0,0
Aruba,01/01/2014 12:00:00 AM,0.27,0.02,0.62,0
Houston,05/01/2015 12:00:00 AM,0.48,0.01,0.87,0
Dzaoudzi,11/01/2014 12:00:00 AM,0.15,0.02,0.34,0
Louisville,04/01/2014 12:00:00 AM,0,0,0.03,0
Malaga,01/01/2014 12:00:00 AM,0,0,0,0
Miami,05/01/2014 12:00:00 AM,1,0.5,1,0
Barbados,04/01/2014 12:00:00 AM,0.93,0.23,1,0
Bejaia,01/01/2015 12:00:00 AM,0,0,0,0
Barcelona,05/01/2014 12:00:00 AM,0.07,0,0.7,0
Palermo,09/01/2014 12:00:00 AM,0.04,0,0.12,0
Geneva,04/01/2014 12:00:00 AM,0,0,0.01,0
Chania,04/01/2015 12:00:00 AM,0,0,0,0
Alicante,01/01/2014 12:00:00 AM,0,0,0,0
Djerba,03/01/2015 12:00:00 AM,0,0,0,0
Istanbul,08/01/2014 12:00:00 AM,0.8,0.09,0.99,0
Lourdes,05/01/2015 12:00:00 AM,0,0,0,0
Hong Kong,02/01/2014 12:00:00 AM,0,0,0.05,0
Manaus,12/01/2014 12:00:00 AM,0.08,0.01,0.18,0
Porto Alegre,04/01/2015 12:00:00 AM,0.02,0,0.16,0
Buffalo,05/01/2015 12:00:00 AM,0,0,0.01,0
Raleigh,05/01/2014 12:00:00 AM,0.09,0,0.49,0
Milwaukee,05/01/2015 12:00:00 AM,0,0,0.01,0
Palermo,01/01/2015 12:00:00 AM,0,0,0,0
Puerto Rico,03/01/2014 12:00:00 AM,1,0.79,1,0
Bilbao,02/01/2014 12:00:00 AM,0,0,0,0
Beirut,07/01/2014 12:00:00 AM,0.12,0.02,0.28,0
Bordeaux,04/01/2015 12:00:00 AM,0,0,0.03,0
Dallas,02/01/2014 12:00:00 AM,0,0,0.02,0
Nice,08/01/2014 12:00:00 AM,0.74,0.01,1,0
Lisbon,04/01/2015 12:00:00 AM,0.01,0,0.06,0
Richmond,10/01/2014 12:00:00 AM,0.01,0,0.14,0
Calvi,09/01/2014 12:00:00 AM,0.22,0,0.75,0
Nashville,05/01/2015 12:00:00 AM,0.01,0,0.07,0
Venice,01/01/2014 12:00:00 AM,0,0,0,0
Orlando,02/01/2014 12:00:00 AM,0.07,0,0.53,0
Lubbock,05/01/2015 12:00:00 AM,0,0,0,0
Perpignan,07/01/2014 12:00:00 AM,0.27,0,0.77,0
Batna,07/01/2014 12:00:00 AM,0.16,0.03,0.33,0
Buenos Aires,05/01/2014 12:00:00 AM,0.02,0,0.36,0
Palermo,12/01/2013 12:00:00 AM,0,0,0,0
Bangkok,02/01/2014 12:00:00 AM,0.01,0,0.03,0
Ibiza,11/01/2014 12:00:00 AM,0,0,0,0
Hamburg,09/01/2014 12:00:00 AM,0.02,0,0.24,0
Batna,12/01/2014 12:00:00 AM,0,0,0,0
Lamezia Terme,02/01/2015 12:00:00 AM,0,0,0,0
Bejaia,07/01/2014 12:00:00 AM,0.36,0.01,0.77,0
BVI,12/01/2013 12:00:00 AM,0.41,0.04,0.78,0
Barranquilla,06/01/2014 12:00:00 AM,0.11,0.01,0.27,0
Athens,11/01/2014 12:00:00 AM,0.01,0,0.08,0
Algiers,05/01/2014 12:00:00 AM,0.04,0,0.31,0
Tunis,01/01/2014 12:00:00 AM,0,0,0.01,0
Bangkok,03/01/2014 12:00:00 AM,0.05,0,0.11,0
Orlando,01/01/2014 12:00:00 AM,0.03,0,0.31,0
Toulon,02/01/2015 12:00:00 AM,0,0,0.01,0
Mauritius,08/01/2014 12:00:00 AM,0.04,0,0.15,0
Antigua,05/01/2015 12:00:00 AM,1,1,1,1
Hamburg,01/01/2015 12:00:00 AM,0,0,0,0
Nice,05/01/2015 12:00:00 AM,0.01,0,0.06,0
Belo Horizonte,07/01/2014 12:00:00 AM,0.13,0,0.87,0
Ajaccio,08/01/2014 12:00:00 AM,0.74,0.02,0.99,0
Bejaia,12/01/2013 12:00:00 AM,0,0,0,0
Veracruz,05/01/2015 12:00:00 AM,1,1,1,1
Ajaccio,01/01/2014 12:00:00 AM,0,0,0.01,0
Biskra,11/01/2014 12:00:00 AM,0,0,0,0
Alicante,03/01/2014 12:00:00 AM,0,0,0.02,0
Panama City,04/01/2014 12:00:00 AM,0.28,0.03,0.58,0
Monastir,12/01/2014 12:00:00 AM,0,0,0,0
Berlin,04/01/2015 12:00:00 AM,0,0,0.01,0
Atlanta,08/01/2014 12:00:00 AM,0.97,0.26,1,0
Annaba,02/01/2014 12:00:00 AM,0,0,0,0
Mexico City,09/01/2014 12:00:00 AM,0.11,0,0.78,0
Figari,04/01/2014 12:00:00 AM,0,0,0.02,0
Manila,09/01/2014 12:00:00 AM,0.09,0.01,0.21,0
London,06/01/2014 12:00:00 AM,0.16,0,1,0
Zakinthos,08/01/2014 12:00:00 AM,0.08,0.01,0.19,0
Dusseldorf,09/01/2014 12:00:00 AM,0.06,0,0.65,0
Bari,07/01/2014 12:00:00 AM,0.11,0.01,0.26,0
Biskra,02/01/2014 12:00:00 AM,0,0,0,0
Berlin,06/01/2014 12:00:00 AM,0.06,0,0.52,0
Annaba,03/01/2015 12:00:00 AM,0,0,0,0
Manila,05/01/2014 12:00:00 AM,0,0,0.01,0
Dallas,04/01/2015 12:00:00 AM,0.19,0,0.78,0
Springdale,08/01/2014 12:00:00 AM,0.18,0.03,0.37,0
Mikonos,04/01/2014 12:00:00 AM,0,0,0,0
"San Jose, CR",05/01/2014 12:00:00 AM,0.38,0.03,0.75,0
Berlin,11/01/2014 12:00:00 AM,0,0,0,0
"Distrito Federal, BR",05/01/2015 12:00:00 AM,1,1,1,1
Myrtle Beach,05/01/2015 12:00:00 AM,0.02,0,0.06,0
Montpellier,03/01/2015 12:00:00 AM,0,0,0.01,0
Bonaire,07/01/2014 12:00:00 AM,0.32,0.04,0.63,0
Nashville,04/01/2014 12:00:00 AM,0,0,0.06,0
Valencia,04/01/2014 12:00:00 AM,0,0,0.01,0
Huntsville,11/01/2014 12:00:00 AM,0,0,0.01,0
Bordeaux,09/01/2014 12:00:00 AM,0.18,0,0.87,0
Setif,12/01/2014 12:00:00 AM,0,0,0,0
Malaga,01/01/2015 12:00:00 AM,0,0,0,0
Raleigh,03/01/2014 12:00:00 AM,0,0,0.03,0
Atlanta,12/01/2014 12:00:00 AM,0.01,0,0.02,0
Dallas,01/01/2015 12:00:00 AM,0.01,0,0,0
Caracas,03/01/2014 12:00:00 AM,0.44,0.08,0.79,0
Figari,06/01/2014 12:00:00 AM,0.14,0,0.57,0
Bastia,05/01/2014 12:00:00 AM,0.17,0,0.94,0
Ajaccio,01/01/2015 12:00:00 AM,0,0,0.01,0
Hamburg,01/01/2014 12:00:00 AM,0,0,0,0
Chania,05/01/2015 12:00:00 AM,0,0,0,0
Alicante,05/01/2014 12:00:00 AM,0.03,0,0.22,0
Tokyo,06/01/2014 12:00:00 AM,0.02,0,0.13,0
Basel,02/01/2015 12:00:00 AM,0,0,0,0
Figari,02/01/2014 12:00:00 AM,0,0,0.01,0
Greensboro,05/01/2015 12:00:00 AM,0,0,0.03,0
"Jacksonville, FL, US",02/01/2014 12:00:00 AM,0,0,0.04,0
Heraklion,04/01/2014 12:00:00 AM,0,0,0,0
Geneva,02/01/2014 12:00:00 AM,0,0,0,0
San Diego,06/01/2014 12:00:00 AM,0.09,0,0.52,0
St. Kitts & Nevis,01/01/2014 12:00:00 AM,0.9,0.22,1,0
Milwaukee,07/01/2014 12:00:00 AM,0.22,0,0.63,0
Tokyo,04/01/2015 12:00:00 AM,0,0,0.03,0
Los Angeles,05/01/2014 12:00:00 AM,0.06,0,0.57,0
Djerba,11/01/2014 12:00:00 AM,0.01,0,0.11,0
Rome,06/01/2014 12:00:00 AM,0.35,0,0.92,0
Tokyo,11/01/2014 12:00:00 AM,0,0,0.05,0
Bangkok,01/01/2015 12:00:00 AM,0.03,0,0.07,0
Ibiza,05/01/2014 12:00:00 AM,0.02,0,0.22,0
Sao Paulo,05/01/2014 12:00:00 AM,0.12,0,0.83,0
Bangkok,09/01/2014 12:00:00 AM,0.02,0,0.04,0
El Paso,05/01/2015 12:00:00 AM,0,0,0.02,0
Malaga,05/01/2014 12:00:00 AM,0,0,0.01,0
Cancun,04/01/2015 12:00:00 AM,0.74,0.16,0.97,0
Rome,02/01/2015 12:00:00 AM,0,0,0.02,0
Rome,12/01/2014 12:00:00 AM,0.01,0,0.09,0
Savannah,05/01/2015 12:00:00 AM,0,0,0.02,0
Madrid,09/01/2014 12:00:00 AM,0.28,0,1,0
Cincinnati,09/01/2014 12:00:00 AM,0.1,0,0.51,0
Dzaoudzi,01/01/2014 12:00:00 AM,0,0,0,0
Chicago,05/01/2015 12:00:00 AM,0.03,0,0.37,0
Lourdes,07/01/2014 12:00:00 AM,0.13,0,0.64,0
Perpignan,03/01/2014 12:00:00 AM,0.01,0,0.02,0
Constantine,02/01/2015 12:00:00 AM,0,0,0,0
Porto Alegre,12/01/2014 12:00:00 AM,0.1,0,0.38,0
Krasnodar,03/01/2014 12:00:00 AM,0,0,0,0
Naples,08/01/2014 12:00:00 AM,0.16,0.01,0.38,0
Seattle,05/01/2015 12:00:00 AM,0,0,0.01,0
Montevideo,02/01/2015 12:00:00 AM,0.1,0,0.29,0
Lourdes,04/01/2014 12:00:00 AM,0,0,0,0
Paphos,01/01/2015 12:00:00 AM,0,0,0,0
Guayaquil,09/01/2014 12:00:00 AM,0.11,0,0.54,0
Valencia,02/01/2014 12:00:00 AM,0,0,0,0
Lyon,03/01/2015 12:00:00 AM,0,0,0,0
Heraklion,01/01/2015 12:00:00 AM,0,0,0,0
Jamaica,02/01/2014 12:00:00 AM,0.43,0.04,0.82,0
Basel,07/01/2014 12:00:00 AM,0.16,0,0.95,0
Oran,10/01/2014 12:00:00 AM,0.03,0,0.18,0
Cleveland,10/01/2014 12:00:00 AM,0,0,0.05,0
Toulouse,04/01/2015 12:00:00 AM,0,0,0,0
Lamezia Terme,02/01/2014 12:00:00 AM,0,0,0,0
Algiers,08/01/2014 12:00:00 AM,0.39,0.04,0.73,0
Algiers,02/01/2015 12:00:00 AM,0,0,0.02,0
Saba,01/01/2014 12:00:00 AM,0.68,0.07,0.99,0
Jamaica,05/01/2014 12:00:00 AM,0.7,0.14,0.97,0
Palma de Mallorca,04/01/2014 12:00:00 AM,0.01,0,0.09,0
Lima,03/01/2015 12:00:00 AM,0.32,0,0.99,0
Antalya,01/01/2015 12:00:00 AM,0,0,0,0
Buenos Aires,05/01/2015 12:00:00 AM,0.05,0,0.57,0
Batna,04/01/2014 12:00:00 AM,0,0,0.01,0
Anapa,06/01/2014 12:00:00 AM,0.04,0,0.16,0
Houston,07/01/2014 12:00:00 AM,0.99,0.86,1,0
Montevideo,11/01/2014 12:00:00 AM,0.16,0,0.65,0
Kos,08/01/2014 12:00:00 AM,0.15,0.02,0.34,0
Hong Kong,03/01/2015 12:00:00 AM,0.01,0,0.09,0
Istanbul,11/01/2014 12:00:00 AM,0.02,0,0.24,0
Bejaia,09/01/2014 12:00:00 AM,0.07,0,0.23,0
New Orleans,02/01/2015 12:00:00 AM,0.01,0,0.18,0
Bonaire,02/01/2014 12:00:00 AM,0.4,0.02,0.8,0
Palma de Mallorca,05/01/2014 12:00:00 AM,0.03,0,0.22,0
Las Vegas,10/01/2014 12:00:00 AM,0.01,0,0.09,0
Charlotte,03/01/2014 12:00:00 AM,0.01,0,0.05,0
Manila,06/01/2014 12:00:00 AM,0.01,0,0.03,0
Grenada,04/01/2014 12:00:00 AM,0.18,0.02,0.4,0
London,07/01/2014 12:00:00 AM,0.23,0,1,0
Mauritius,10/01/2014 12:00:00 AM,0,0,0,0
Suriname,05/01/2015 12:00:00 AM,1,1,1,1
Mauritius,01/01/2014 12:00:00 AM,0.01,0,0.03,0
St. Vincent & Grenadines,05/01/2015 12:00:00 AM,1,1,1,1
Berlin,03/01/2014 12:00:00 AM,0,0,0,0
Djerba,04/01/2014 12:00:00 AM,0,0,0.02,0
Biarritz,03/01/2015 12:00:00 AM,0,0,0,0
Huntsville,05/01/2015 12:00:00 AM,0,0,0.01,0
Brussels,12/01/2014 12:00:00 AM,0,0,0,0
Dominican Rep.,02/01/2014 12:00:00 AM,0.78,0.07,1,0
Perpignan,11/01/2014 12:00:00 AM,0,0,0.01,0
Toulouse,09/01/2014 12:00:00 AM,0.09,0,0.65,0
Nantes,04/01/2015 12:00:00 AM,0,0,0.01,0
Phoenix,10/01/2014 12:00:00 AM,0.28,0,0.77,0
Annaba,05/01/2014 12:00:00 AM,0,0,0.03,0
Krasnodar,03/01/2015 12:00:00 AM,0,0,0,0
Indianapolis,05/01/2014 12:00:00 AM,0.03,0,0.24,0
Mauritius,05/01/2015 12:00:00 AM,0,0,0,0
Istanbul,12/01/2013 12:00:00 AM,0,0,0,0
Oran,03/01/2015 12:00:00 AM,0,0,0,0
Palermo,06/01/2014 12:00:00 AM,0.06,0,0.25,0
Malaga,02/01/2014 12:00:00 AM,0,0,0,0
Batna,09/01/2014 12:00:00 AM,0.02,0,0.05,0
Madrid,05/01/2014 12:00:00 AM,0.04,0,0.58,0
Rio de Janeiro,06/01/2014 12:00:00 AM,0.11,0,0.76,0
Mauritius,04/01/2015 12:00:00 AM,0,0,0,0
Berlin,05/01/2014 12:00:00 AM,0.02,0,0.24,0
Perpignan,01/01/2015 12:00:00 AM,0,0,0,0
San Diego,05/01/2015 12:00:00 AM,0.01,0,0.07,0
Belem,07/01/2014 12:00:00 AM,0.18,0.01,0.44,0
Basel,05/01/2014 12:00:00 AM,0.02,0,0.13,0
Dusseldorf,12/01/2014 12:00:00 AM,0,0,0,0
Ibiza,05/01/2015 12:00:00 AM,0,0,0.01,0
St. Louis,05/01/2015 12:00:00 AM,0.01,0,0.07,0
"Distrito Federal, BR",05/01/2014 12:00:00 AM,0.08,0,0.28,0
Naples,04/01/2015 12:00:00 AM,0,0,0,0
Tunis,05/01/2015 12:00:00 AM,0,0,0.01,0
Oklahoma City,09/01/2014 12:00:00 AM,0.13,0,0.34,0
Biskra,08/01/2014 12:00:00 AM,0.06,0.01,0.13,0
Reunion,05/01/2014 12:00:00 AM,0.57,0.03,0.94,0
Figari,12/01/2014 12:00:00 AM,0,0,0.01,0
Catania,02/01/2014 12:00:00 AM,0,0,0,0
London,12/01/2013 12:00:00 AM,0,0,0,0
Moscow,12/01/2013 12:00:00 AM,0,0,0,0
San Francisco,07/01/2014 12:00:00 AM,0.29,0,0.98,0
Geneva,12/01/2013 12:00:00 AM,0,0,0,0
Kiev,04/01/2014 12:00:00 AM,0,0,0,0
Montserrat,05/01/2015 12:00:00 AM,1,1,1,1
Djerba,02/01/2014 12:00:00 AM,0,0,0,0
Krasnodar,01/01/2014 12:00:00 AM,0,0,0,0
Nantes,02/01/2015 12:00:00 AM,0,0,0.01,0
Sharm el-Sheikh,01/01/2015 12:00:00 AM,0,0,0,0
Providence,07/01/2014 12:00:00 AM,0.18,0,0.75,0
Clermont-Ferrand,01/01/2015 12:00:00 AM,0,0,0,0
Geneva,10/01/2014 12:00:00 AM,0,0,0.01,0
Cancun,03/01/2015 12:00:00 AM,0.59,0.07,0.92,0
Dusseldorf,04/01/2015 12:00:00 AM,0,0,0.01,0
Austin,12/01/2014 12:00:00 AM,0,0,0.02,0
Tunis,04/01/2014 12:00:00 AM,0.01,0,0.16,0
Toulouse,12/01/2013 12:00:00 AM,0,0,0,0
Valencia,08/01/2014 12:00:00 AM,0.13,0,0.41,0
Lourdes,02/01/2015 12:00:00 AM,0,0,0,0
Bejaia,03/01/2015 12:00:00 AM,0,0,0,0
Berlin,09/01/2014 12:00:00 AM,0.04,0,0.45,0
Biarritz,01/01/2015 12:00:00 AM,0,0,0,0
Kiev,12/01/2013 12:00:00 AM,0,0,0,0
Kiev,02/01/2015 12:00:00 AM,0,0,0,0
Monastir,02/01/2014 12:00:00 AM,0,0,0,0
Recife,03/01/2015 12:00:00 AM,0.15,0.01,0.37,0
Kansas City,06/01/2014 12:00:00 AM,0.34,0,0.88,0
Palermo,03/01/2015 12:00:00 AM,0,0,0,0
Monterrey,07/01/2014 12:00:00 AM,0.08,0,0.43,0
Chania,07/01/2014 12:00:00 AM,0.15,0.01,0.34,0
Lourdes,12/01/2013 12:00:00 AM,0,0,0,0
Toulon,01/01/2014 12:00:00 AM,0,0,0.01,0
Brest,11/01/2014 12:00:00 AM,0.02,0,0.3,0
Chania,02/01/2014 12:00:00 AM,0,0,0,0
Louisville,07/01/2014 12:00:00 AM,0.41,0.02,0.8,0
Basel,02/01/2014 12:00:00 AM,0,0,0,0
London,11/01/2014 12:00:00 AM,0.08,0,0.37,0
Los Angeles,03/01/2015 12:00:00 AM,0.09,0,0.86,0
Toulouse,05/01/2014 12:00:00 AM,0.08,0,0.84,0
Bodrum,05/01/2014 12:00:00 AM,0.01,0,0.05,0
Strasbourg,12/01/2013 12:00:00 AM,0,0,0,0
Batna,10/01/2014 12:00:00 AM,0,0,0.03,0
New Orleans,01/01/2015 12:00:00 AM,0.01,0,0.09,0
Mikonos,01/01/2014 12:00:00 AM,0,0,0,0
Marseille,01/01/2015 12:00:00 AM,0.01,0,0.02,0
Biskra,12/01/2014 12:00:00 AM,0,0,0,0
Austin,02/01/2015 12:00:00 AM,0.01,0,0.06,0
Toulouse,12/01/2014 12:00:00 AM,0,0,0,0
Constantine,03/01/2015 12:00:00 AM,0,0,0,0
